place_fips,place_name,full_fips,county_name,coverage_percentage
5314940,Cottage Lake CDP,53033,King County,100
5347630,Mount Vista CDP,53011,Clark County,100
5368417,Summitview CDP,53077,Yakima County,100
0423512,First Mesa CDP,04017,Navajo County,100
0475660,Tsaile CDP,04001,Apache County,100
1224337,Fort Pierce North CDP,12111,St. Lucie County,100
2233245,Harvey CDP,22051,Jefferson Parish,100
2385815,Wilton CDP,23007,Franklin County,100
3508440,Boles Acres CDP,35035,Otero County,100
3535595,Keeler Farm CDP,35029,Luna County,100
3583830,Watrous CDP,35033,Mora County,100
3736511,Lake Norman of Iredell CDP,37097,Iredell County,100
4063720,Rocky Mountain CDP,40001,Adair County,100
4203008,Arlington Heights CDP,42089,Monroe County,100
4766220,Sale Creek CDP,47065,Hamilton County,100
0239630,King Salmon CDP,02060,Bristol Bay Borough,100
0443570,McNeal CDP,04003,Cochise County,100
0632562,Hayfork CDP,06105,Trinity County,100
0649348,Morongo Valley CDP,06071,San Bernardino County,100
1249260,Northdale CDP,12057,Hillsborough County,100
1353186,Mountain Park CDP,13135,Gwinnett County,100
1529000,Kapaau CDP,15001,Hawaii County,100
1565150,Puako CDP,15001,Hawaii County,100
1668950,Rockford Bay CDP,16055,Kootenai County,100
2483337,West Pocomoke CDP,24039,Somerset County,100
2640480,Indian River CDP,26031,Cheboygan County,100
3511256,Cañoncito CDP,35049,Santa Fe County,100
3560000,Pueblo Pintado CDP,35031,McKinley County,100
3649066,Mount Sinai CDP,36103,Suffolk County,100
3649242,Munsons Corners CDP,36023,Cortland County,100
4045930,Mallard Bay CDP,40145,Wagoner County,100
4259312,Penn Wynne CDP,42091,Montgomery County,100
4287240,Yukon CDP,42129,Westmoreland County,100
5004750,Bennington CDP,50003,Bennington County,100
5126875,Fair Oaks CDP,51059,Fairfax County,100
0160264,Pine Level CDP,01001,Autauga County,100
0213670,Chignik Lagoon CDP,02164,Lake and Peninsula Borough,100
0223900,Excursion Inlet CDP,02100,Haines Borough,100
0232810,Hollis CDP,02198,Prince of Wales-Hyder Census Area,100
0636613,Interlaken CDP,06087,Santa Cruz County,100
0973175,Staples CDP,09001,Fairfield County,100
1038710,Kent Acres CDP,10001,Kent County,100
2149746,Manitou CDP,21107,Hopkins County,100
2252425,Moss Bluff CDP,22019,Calcasieu Parish,100
3565595,Sagar CDP,35031,McKinley County,100
3653775,Northville CDP,36103,Suffolk County,100
3756815,River Road CDP,37013,Beaufort County,100
4009650,Brushy CDP,40135,Sequoyah County,100
4435200,Hopkinton CDP,44009,Washington County,100
4670284,West Brule CDP,46085,Lyman County,100
4724980,Fairfield Glade CDP,47035,Cumberland County,100
5030475,Groton CDP,50005,Caledonia County,100
5400196,Accoville CDP,54045,Logan County,100
7283606,Trujillo Alto zona urbana,72139,Trujillo Alto Municipio,100
0235120,Iliamna CDP,02164,Lake and Peninsula Borough,100
0402270,Anegam CDP,04019,Pima County,100
0663218,Rowland Heights CDP,06037,Los Angeles County,100
0666004,San Diego Country Estates CDP,06073,San Diego County,100
0670028,Santa Nella CDP,06047,Merced County,100
2483290,Westphalia CDP,24033,Prince George's County,100
2851840,Nicholson CDP,28109,Pearl River County,100
3522230,East Pecos CDP,35047,San Miguel County,100
3911334,Candlewood Lake CDP,39117,Morrow County,100
4123000,Elmira CDP,41039,Lane County,100
4445010,Melville CDP,44005,Newport County,100
5324425,Fobes Hill CDP,53061,Snohomish County,100
0135752,Holtville CDP,01051,Elmore County,100
0403530,Arizona City CDP,04021,Pinal County,100
0433440,Hondah CDP,04017,Navajo County,100
0671414,Sheridan CDP,06061,Placer County,100
0969990,South Coventry CDP,09013,Tolland County,100
1273700,Valrico CDP,12057,Hillsborough County,100
2112610,Cannonsburg CDP,21019,Boyd County,100
2474050,Spencerville CDP,24031,Montgomery County,100
2764543,The Lakes CDP,27101,Murray County,100
2818420,DeLisle CDP,28047,Harrison County,100
3262170,Round Hill Village CDP,32005,Douglas County,100
4043057,Limestone CDP,40131,Rogers County,100
4153988,Oak Hills CDP,41067,Washington County,100
4943110,La Sal CDP,49037,San Juan County,100
5342415,Maltby CDP,53061,Snohomish County,100
0254480,Ninilchik CDP,02122,Kenai Peninsula Borough,100
0432310,Heber-Overgaard CDP,04017,Navajo County,100
0620802,East Los Angeles CDP,06037,Los Angeles County,100
0968450,Sherwood Manor CDP,09003,Hartford County,100
2240665,Lacombe CDP,22103,St. Tammany Parish,100
3237190,Johnson Lane CDP,32005,Douglas County,100
3467320,Short Hills CDP,34013,Essex County,100
3581177,Upper Fruitland CDP,35045,San Juan County,100
3625923,Fishers Island CDP,36103,Suffolk County,100
3716480,Davis CDP,37031,Carteret County,100
3723520,Five Points CDP,37093,Hoke County,100
3922624,Drexel CDP,39113,Montgomery County,100
4008050,Box CDP,40135,Sequoyah County,100
4247600,Marlin CDP,42107,Schuylkill County,100
4524505,Fairforest CDP,45083,Spartanburg County,100
4736500,Hunter CDP,47019,Carter County,100
5111224,Bull Run CDP,51059,Fairfax County,100
5545220,Little Round Lake CDP,55113,Sawyer County,100
5667670,Ryan Park CDP,56007,Carbon County,100
5671295,Slater CDP,56031,Platte County,100
7247873,Luyando comunidad,72003,Aguada Municipio,100
0116080,Coats Bend CDP,01055,Etowah County,100
0441085,Linden CDP,04017,Navajo County,100
0645512,Manton CDP,06103,Tehama County,100
0877235,The Pinery CDP,08035,Douglas County,100
1236200,Kensington Park CDP,12115,Sarasota County,100
1553300,Mountain View CDP,15001,Hawaii County,100
2387250,Woodland CDP,23029,Washington County,100
3079695,Wheatland CDP,30007,Broadwater County,100
3410600,Carneys Point CDP,34033,Salem County,100
3625109,Fairview CDP,36027,Dutchess County,100
3661874,Ripley CDP,36013,Chautauqua County,100
4063537,River Bottom CDP,40101,Muskogee County,100
4777820,Walnut Grove CDP,47165,Sumner County,100
4840342,La Homa CDP,48215,Hidalgo County,100
4962910,Randlett CDP,49047,Uintah County,100
5124816,Ebony CDP,51025,Brunswick County,100
5160984,Patrick Springs CDP,51141,Patrick County,100
5305140,Belfair CDP,53045,Mason County,100
5656700,North Rock Springs CDP,56037,Sweetwater County,100
7252431,Mayagüez zona urbana,72097,Mayagüez Municipio,100
0409340,Cameron CDP,04005,Coconino County,100
0632044,Harbison Canyon CDP,06073,San Diego County,100
0664210,Salida CDP,06099,Stanislaus County,100
0873943,Sterling Ranch CDP,08035,Douglas County,100
1221750,Fairview Shores CDP,12095,Orange County,100
1768328,Scott AFB CDP,17163,St. Clair County,100
2160600,Phelps CDP,21195,Pike County,100
3561710,Ranchos de Taos CDP,35055,Taos County,100
4163800,Rose Lodge CDP,41041,Lincoln County,100
4228696,Geeseytown CDP,42013,Blair County,100
4268192,Schnecksville CDP,42077,Lehigh County,100
4287006,Yellow Springs CDP,42013,Blair County,100
4510090,Buffalo CDP,45087,Union County,100
4541830,Litchfield Beach CDP,45043,Georgetown County,100
4558615,Promised Land CDP,45047,Greenwood County,100
4809250,Bolivar Peninsula CDP,48167,Galveston County,100
7212828,Canóvanas zona urbana,72029,Canóvanas Municipio,100
0176320,Tillmans Corner CDP,01097,Mobile County,100
0231765,Harding-Birch Lakes CDP,02090,Fairbanks North Star Borough,100
0639728,Lake Shastina CDP,06093,Siskiyou County,100
0642510,Lompico CDP,06087,Santa Cruz County,100
0648760,Montara CDP,06081,San Mateo County,100
2414125,Catonsville CDP,24005,Baltimore County,100
2445525,Langley Park CDP,24033,Prince George's County,100
3009250,Brady CDP,30073,Pondera County,100
3044950,Lonepine CDP,30089,Sanders County,100
3438670,Lamington CDP,34035,Somerset County,100
3748740,Ocracoke CDP,37095,Hyde County,100
4016950,Cookson CDP,40021,Cherokee County,100
4243672,Linglestown CDP,42043,Dauphin County,100
4810660,Brookston CDP,48277,Lamar County,100
4840576,Lakehills CDP,48019,Bandera County,100
5107448,Big Rock CDP,51027,Buchanan County,100
5131200,Glen Allen CDP,51087,Henrico County,100
0234570,Hyder CDP,02198,Prince of Wales-Hyder Census Area,100
0405490,Beaver Dam CDP,04015,Mohave County,100
0408920,Cactus Flats CDP,04009,Graham County,100
0603205,Auburn Lake Trails CDP,06017,El Dorado County,100
0685642,Willow Creek CDP,06023,Humboldt County,100
0685880,Wilton CDP,06067,Sacramento County,100
1236462,Keystone CDP,12057,Hillsborough County,100
1551050,Mililani Town CDP,15003,Honolulu County,100
1971715,Sexton CDP,19109,Kossuth County,100
2229045,Gillis CDP,22019,Calcasieu Parish,100
2251645,Monticello CDP,22033,East Baton Rouge Parish,100
2401635,Annapolis Neck CDP,24003,Anne Arundel County,100
2420525,Cresaptown CDP,24001,Allegany County,100
2446075,La Vale CDP,24001,Allegany County,100
2543755,Nantucket CDP,25019,Nantucket County,100
2866840,Sharon CDP,28067,Jones County,100
3057950,Pioneer Junction CDP,30053,Lincoln County,100
3526360,Flora Vista CDP,35045,San Juan County,100
3953718,Neapolis CDP,39095,Lucas County,100
4067400,Short CDP,40135,Sequoyah County,100
4266448,Rouzerville CDP,42055,Franklin County,100
4701220,Andersonville CDP,47001,Anderson County,100
5183568,Wattsville CDP,51001,Accomack County,100
5302620,Arlington Heights CDP,53061,Snohomish County,100
5343255,Maplewood CDP,53053,Pierce County,100
0217850,Crooked Creek CDP,02050,Bethel Census Area,100
0401570,Ali Chukson CDP,04019,Pima County,100
0421980,Elephant Head CDP,04019,Pima County,100
0673815,Squirrel Mountain Valley CDP,06029,Kern County,100
1214050,Conway CDP,12095,Orange County,100
1239600,Laurel CDP,12115,Sarasota County,100
1247700,Naranja CDP,12086,Miami-Dade County,100
1272145,Town 'n' Country CDP,12057,Hillsborough County,100
1576584,Waikoloa Beach Resort CDP,15001,Hawaii County,100
2472887,Smith Island CDP,24039,Somerset County,100
2512960,Chatham CDP,25001,Barnstable County,100
3572600,Sheep Springs CDP,35045,San Juan County,100
3574520,South Valley CDP,35001,Bernalillo County,100
3600155,Accord CDP,36111,Ulster County,100
3849540,McLeod CDP,38073,Ransom County,100
4202056,Allison Park CDP,42003,Allegheny County,100
4646620,Okaton CDP,46075,Jones County,100
4845276,Lyons CDP,48051,Burleson County,100
5143392,Lake Holiday CDP,51069,Frederick County,100
0478760,Valencia West CDP,04019,Pima County,100
0480095,Village of Oak Creek (Big Park) CDP,04025,Yavapai County,100
1275612,Wedgefield CDP,12095,Orange County,100
2427580,Fairwood CDP,24033,Prince George's County,100
2444350,Kingsville CDP,24005,Baltimore County,100
2468300,Rosaryville CDP,24033,Prince George's County,100
3015100,Clancy CDP,30043,Jefferson County,100
3076675,Vaughn CDP,30013,Cascade County,100
3353860,North Conway CDP,33003,Carroll County,100
3466540,Seaville CDP,34009,Cape May County,100
3606904,Bliss CDP,36121,Wyoming County,100
3669342,South Lansing CDP,36109,Tompkins County,100
4044275,Lowrey CDP,40021,Cherokee County,100
4263664,Reamstown CDP,42071,Lancaster County,100
4814986,Circle D-KC Estates CDP,48021,Bastrop County,100
5106728,Bensley CDP,51041,Chesterfield County,100
5118352,Collinsville CDP,51089,Henry County,100
5146760,Long Branch CDP,51059,Fairfax County,100
5177856,Temperanceville CDP,51001,Accomack County,100
5352267,Otis Orchards-East Farms CDP,53063,Spokane County,100
5557050,New Post CDP,55113,Sawyer County,100
7256129,Naranjito zona urbana,72105,Naranjito Municipio,100
7285326,Vega Baja zona urbana,72145,Vega Baja Municipio,100
0484980,Yarnell CDP,04025,Yavapai County,100
0637582,Julian CDP,06073,San Diego County,100
0656826,Phelan CDP,06071,San Bernardino County,100
1341347,Irondale CDP,13063,Clayton County,100
2481250,Walker Mill CDP,24033,Prince George's County,100
3548435,Middle Mesa CDP,35045,San Juan County,100
3660455,Radisson CDP,36067,Onondaga County,100
3718080,Dudley CDP,37191,Wayne County,100
3724380,Foscoe CDP,37189,Watauga County,100
3956658,North Industry CDP,39151,Stark County,100
4272768,Spinnerstown CDP,42017,Bucks County,100
4548310,Mount Carmel CDP,45065,McCormick County,100
4820212,Deweyville CDP,48351,Newton County,100
5302060,Anderson Island CDP,53053,Pierce County,100
5474356,Sissonville CDP,54039,Kanawha County,100
0415220,Congress CDP,04025,Yavapai County,100
0418740,Desert Hills CDP,04015,Mohave County,100
1205462,Bellview CDP,12033,Escambia County,100
2234085,Hester CDP,22093,St. James Parish,100
2608180,Big Bay CDP,26103,Marquette County,100
3001525,Amsterdam CDP,30031,Gallatin County,100
3510592,Candy Kitchen CDP,35006,Cibola County,100
3950876,Minford CDP,39145,Scioto County,100
4232384,Hannasville CDP,42121,Venango County,100
4233528,Heckscherville CDP,42107,Schuylkill County,100
4766960,Sequatchie CDP,47115,Marion County,100
4870940,Summerfield CDP,48069,Castro County,100
5131808,Goochland CDP,51075,Goochland County,100
0206245,Beluga CDP,02122,Kenai Peninsula Borough,100
0212920,Chena Ridge CDP,02090,Fairbanks North Star Borough,100
0285290,Willow Creek CDP,02066,Copper River Census Area,100
0613278,Choctaw Valley CDP,06029,Kern County,100
0641880,Littlerock CDP,06037,Los Angeles County,100
0662826,Rosamond CDP,06029,Kern County,100
0883120,Welby CDP,08001,Adams County,100
1258350,Port Charlotte CDP,12015,Charlotte County,100
1556685,Ocean Pointe CDP,15003,Honolulu County,100
2433850,Golden Beach CDP,24037,St. Mary's County,100
4031165,Greasy CDP,40001,Adair County,100
4080850,White Oak CDP,40035,Craig County,100
4211804,Cecil-Bishop CDP,42125,Washington County,100
7240348,La Dolores comunidad,72119,Río Grande Municipio,100
0413190,Chuichu CDP,04021,Pinal County,100
0482156,Whetstone CDP,04003,Cochise County,100
0680515,Trona CDP,06027,Inyo County,100
0683085,Vista Santa Rosa CDP,06065,Riverside County,100
1309272,Bonanza CDP,13063,Clayton County,100
2619500,Cutlerville CDP,26081,Kent County,100
3217500,Dayton CDP,32019,Lyon County,100
3538470,La Madera CDP,35039,Rio Arriba County,100
3558910,Polvadera CDP,35053,Socorro County,100
4150236,Mount Hood Villages CDP,41005,Clackamas County,100
4573870,Wade Hampton CDP,45045,Greenville County,100
4761560,Randolph CDP,47167,Tipton County,100
5364380,Silver Firs CDP,53061,Snohomish County,100
0226910,Fox River CDP,02122,Kenai Peninsula Borough,100
0233580,Hope CDP,02122,Kenai Peninsula Borough,100
0243260,Lazy Mountain CDP,02170,Matanuska-Susitna Borough,100
0279830,Two Rivers CDP,02090,Fairbanks North Star Borough,100
0460250,Rio Verde CDP,04013,Maricopa County,100
0657302,Piñon Hills CDP,06071,San Bernardino County,100
0661106,Riverdale Park CDP,06099,Stanislaus County,100
0670182,Santa Ynez CDP,06083,Santa Barbara County,100
0980420,Watertown CDP,09005,Litchfield County,100
1279175,Yulee CDP,12089,Nassau County,100
1542800,Kurtistown CDP,15001,Hawaii County,100
1572957,Waiahole-Waikane CDP,15003,Honolulu County,100
2267635,St. Maurice CDP,22127,Winn Parish,100
3005875,Bigfork CDP,30029,Flathead County,100
3135875,Offutt AFB CDP,31153,Sarpy County,100
3630543,Greenlawn CDP,36103,Suffolk County,100
3660983,Red Oaks Mill CDP,36027,Dutchess County,100
3731880,Hobucken CDP,37137,Pamlico County,100
4079850,Welling CDP,40021,Cherokee County,100
4282376,West Alexander CDP,42125,Washington County,100
4529320,Glenn Springs CDP,45083,Spartanburg County,100
4707120,Bogota CDP,47045,Dyer County,100
4829912,Glidden CDP,48089,Colorado County,100
4835954,Indian Springs CDP,48373,Polk County,100
4956440,Oljato-Monument Valley CDP,49037,San Juan County,100
0479940,Vicksburg CDP,04012,La Paz County,100
0620907,East Oakdale CDP,06099,Stanislaus County,100
0800870,Air Force Academy CDP,08041,El Paso County,100
2179194,Van Lear CDP,21115,Johnson County,100
2205315,Bayou Gauche CDP,22089,St. Charles Parish,100
2560050,Saugus CDP,25009,Essex County,100
2637960,Hickory Corners CDP,26015,Barry County,100
2660340,Okemos CDP,26065,Ingham County,100
3644677,Malden-on-Hudson CDP,36111,Ulster County,100
0101180,Alexandria CDP,01015,Calhoun County,100
0135704,Holt CDP,01125,Tuscaloosa County,100
0170632,Sims Chapel CDP,01129,Washington County,100
0600450,Agua Dulce CDP,06037,Los Angeles County,100
0631029,Greenhorn CDP,06063,Plumas County,100
1254175,Palm City CDP,12085,Martin County,100
1514200,Hickam Housing CDP,15003,Honolulu County,100
1559900,Pahoa CDP,15001,Hawaii County,100
2317705,Dixfield CDP,23017,Oxford County,100
2644752,Lake LeAnn CDP,26059,Hillsdale County,100
4044075,Lost City CDP,40021,Cherokee County,100
4255996,Oakland CDP,42021,Cambria County,100
4575445,Wedgefield CDP,45085,Sumter County,100
4873057,Timberwood Park CDP,48029,Bexar County,100
5033400,Hinesburg CDP,50007,Chittenden County,100
0411160,Catalina CDP,04019,Pima County,100
0428985,Grand Canyon West CDP,04015,Mohave County,100
0470460,Sunizona CDP,04003,Cochise County,100
0607064,Bloomington CDP,06071,San Bernardino County,100
0618485,Delleker CDP,06063,Plumas County,100
0641194,Lenwood CDP,06071,San Bernardino County,100
0646814,Mendocino CDP,06045,Mendocino County,100
1243925,Medulla CDP,12105,Polk County,100
2256855,Oak Hills Place CDP,22033,East Baton Rouge Parish,100
2645420,Lambertville CDP,26115,Monroe County,100
2874820,Tunica Resorts CDP,28143,Tunica County,100
3052315,Muddy CDP,30003,Big Horn County,100
3228860,Golden Valley CDP,32031,Washoe County,100
3438580,Lakewood CDP,34029,Ocean County,100
3666872,Shenorock CDP,36119,Westchester County,100
3922960,Dunlap CDP,39061,Hamilton County,100
4647340,Oral CDP,46047,Fall River County,100
4775300,Tuckers Crossroads CDP,47189,Wilson County,100
5103608,Augusta Springs CDP,51015,Augusta County,100
5106512,Belview CDP,51121,Montgomery County,100
5127264,Falmouth CDP,51179,Stafford County,100
5153832,Mount Clifton CDP,51171,Shenandoah County,100
0274610,Takotna CDP,02290,Yukon-Koyukuk Census Area,100
0447820,Mountainaire CDP,04005,Coconino County,100
0459550,Red Mesa CDP,04001,Apache County,100
0603546,Bakersfield Country Club CDP,06029,Kern County,100
0628021,Furnace Creek CDP,06027,Inyo County,100
0653714,Olivehurst CDP,06115,Yuba County,100
1211285,Celebration CDP,12097,Osceola County,100
1260950,Riverview CDP,12057,Hillsborough County,100
1780580,West Liberty CDP,17079,Jasper County,100
