"docname","from","to","pre","keyword","post","pattern","place_fips","state_name","place_name","meeting_type","transcript_id","transcript_year","transcript_month","transcript_day","stcounty_fips","county_name","state_fips","county_fips"
"text103260",4187,4188,"back beginning grant arena changed dramatically terms much competitive spread terms fact basically big issue room fact climate emergency crisis","climate change","issue problem state passed laws acts basically get everybody line try address major problem town agreed voted recent vote vote","climate","2517405","Massachusetts","Dover town","COMMITTEE","5BF93013TN0","2023","01","25","25021","Norfolk County","25","021"
"text83569",5003,5004,"bit rest bit know interesting thing people complained summer summer came vengeance god hot guess know question one terms planning","climate change","think going dri going see people call climate refugees coming inland empire routinely 100 ° many days row whether coming","climate","0670000","California","Santa Monica city","MUNICIPAL COUNCIL","SJxaaqNMVRY","2023","08","22","06037","Los Angeles County","06","037"
"text15742",385,386,"2005 forever silly second question wanted add criteria process instance one things noticed since quite long time ago decade sustainability","climate change","ish criteria might something want add know thats albany corvallis forgetting one pretty robust criteria enterprise zone well recent might","climate","4123850","Oregon","Eugene city","MUNICIPAL COUNCIL","LSN5QBkDtEs","2016","06","08","41039","Lane County","41","039"
"text43696",8086,8087,". pretty smart . [ 4 second ] think [ 4 second ] tell children save [ 5 second ]","climate change",". unfair thing . [ 9 second ] already suffering effects . get worse . [ 11 second ] something","climate","4123850","Oregon","Eugene city","MUNICIPAL COUNCIL","p6QDRNbTsAw","2019","03","11","41039","Lane County","41","039"
"text44867",3882,3883,"sears community organizer climb nashville ask support three zero carbon bills second reading tonight according un 12 years now limit","climate change","catastrophe fellow citizens told impact environment include rising temperatures floods risk drought talk health effects since big concern mine suffer","climate","4752006","Tennessee","Nashville-Davidson metropolitan government (balance)","MUNICIPAL COUNCIL","x9QEoOGqs-8","2019","05","21","47037","Davidson County","47","037"
"text101720",3815,3816,"years although infectious disease research hiv zika little bit covid know much interested esc's mission public health background recognizing know","climate change","opinion number one important public health issue facing know everyone planet surely moving sherborne know realizing oil aging system able","climate","2517405","Massachusetts","Dover town","BOARD OF SELECTMEN","aVDJoat2Bds","2021","11","18","25021","Norfolk County","25","021"
"text39846",8665,8666,"required us negotiations city attorney attorneys put [ 5 second ] councilmember dunbar issue [ 16 second ] gonna talk","climate change","standpoint weather related [ 6 second ] standpoint sustainability component using [ 4 second ] sustainable materials looking certifications kind","climate","2646000","Michigan","Lansing city","MUNICIPAL COUNCIL","-6fShL7FElQ","2019","03","11","26065","Ingham County","26","065"
"text15827",847,848,"oregon department transportation poc oregon mpos going friday day gene hilt think runs nine four national experts talking local talking","climate change","strategies reducing emissions transportation land use . city manager go china can sign one item know monday joint meeting city","climate","4123850","Oregon","Eugene city","MUNICIPAL COUNCIL","YZgckO0eIzs","2016","08","09","41039","Lane County","41","039"
"text82273",343,344,"home often thought affordable home ownership affordable housing fact want talk little bit role residential real estate development plays contributing","climate change","can play helping us combat climate change want talk little bit planning zoning processes make citing affordable housing difficult particularly","climate","3502000","New Mexico","Albuquerque city","MUNICIPAL COUNCIL","Oa5dQuPOQJ8","2022","10","17","35001","Bernalillo County","35","001"
"text80699",465,466,"ready go three minutes speak tonight wanted talk king county city's climate collaborative called k-4c king county started k-4c address","climate change","cities joined collaboration pledged develop execute plans reduce greenhouse gas emissions targets 50 2030 80 2050 40 cities king county","climate","5307380","Washington","Bothell city","MUNICIPAL COUNCIL","NfpHanoSVJM","2022","01","04","53033","King County","53","033"
"text40592",478,479,"biochar applied soil moving carbon sequestration past decade exponential support biochar sequester carbon used carbon negative technology international panel panel","climate change","approved biochar carbon negative technology can actually take carbon carbon cycle put soil order decades centuries soil contains 3 times","climate","2743000","Minnesota","Minneapolis city","BOARD OF HEALTH","7HD9jYyTG0k","2019","08","12","27053","Hennepin County","27","053"
"text103077",1275,1276,"take vote believe want proceed say probably 60 40 maybe 50 50 topic regards town changing think quite whereas effects","climate change","endanger infrastructure economy likely harm farms orchards ecological communities including native fish wildlife populations spread invasive species exotic diseases reduced","climate","3678971","New York","Webster town","TOWN BOARD","Gv2szFd5QAU","2023","05","04","36055","Monroe County","36","055"
"text81781",6949,6950,"helped us make progress made council member newsman mentioned us city council organizations community individual residents talk residents agree know","climate change","happening impacts devastating need something need help everybody needs step game accomplish things laid us looking forward continuing work looking","climate","1724582","Illinois","Evanston city","MUNICIPAL COUNCIL","gFxTVB68kmg","2022","10","24","17031","Cook County","17","031"
"text40635",3923,3924,"address lot public infrastructure right now can adapted carbon sinks actually reduce maintenance costs reduce effects climate change deal mitigation","climate change","changing climate patterns incorporating practice include biochar things recently finished project last week hennepin county joint urban forestry project along","climate","2743000","Minnesota","Minneapolis city","BOARD OF HEALTH","eY-7EX35UiU","2019","06","10","27053","Hennepin County","27","053"
"text33122",2113,2114,"want meet cro [ 5 second ] stated goals . actually use housing make positive impact reducig climate change ,","climate change","happen , canal leavate somewhat , [ 6 second ] stringent green building approaches , net zero energy housing even","climate","4123850","Oregon","Eugene city","MUNICIPAL COUNCIL","QmSMohKN510","2018","02","26","41039","Lane County","41","039"
"text70930",9308,9309,"degree biology undergraduate degree natural sciences sounds background helpful informative natural resources conservation committee member question ask corey everybody acknowledge","climate change","real yes sorry realize camera worked letting speak regards climate change yes climate change occur depends level kind looking climate","climate","5010675","Vermont","Burlington city","MUNICIPAL COUNCIL","0oj0EjG0Fzg","2021","06","07","50007","Chittenden County","50","007"
"text61306",8400,8401,"half moon bay housekeeping careful tally remember say fact know going understand assessing people feel plenty people well educated implications","climate change","know said made concessions assume means know got rid burnout piece yet know said next year pretty much ready get","climate","0654806","California","Pacifica city","MUNICIPAL COUNCIL","BV8aYmtd_bQ","2021","12","21","06081","San Mateo County","06","081"
"text38394",1593,1594,"needs active member remake needed comedienne needed comedienne participating flows.i participating flows.i crime assists crime assists leader closer leader closer","climate change","climate change social justice.i silly [ 17 second ] social justice.i silly strong woman strong woman come back school pursue","climate","0807850","Colorado","Boulder city","MUNICIPAL COUNCIL","3PtytgTqtwk","2019","05","07","08013","Boulder County","08","013"
"text82658",3802,3803,"actions else can process something judy said build sustainability climate resilience build capacity process help implement measures coming implementation plan","climate change","resilience every element way sustainable long term sustainability obviously big word can mean lot things talking energy security talking greenhouse","climate","2555745","Massachusetts","Quincy city","PLANNING/ZONING BOARD/COMMISSION","922KEjALqd0","2022","10","17","25021","Norfolk County","25","021"
"text73155",8951,8952,"need education also engagement around seems little understanding proper recycling composting landfill think probably widespread lack understanding connection waste management","climate change","think lot potential educating getting high school engaged want mention briefly going back previous agenda item public comment taken discussion","climate","0600674","California","Albany city","COMMITTEE","kRIo82sTQSY","2022","06","15","06001","Alameda County","06","001"
"text43665",2813,2814,"seem equitable mind plan perhaps even implement one low density housing one expand urban growth boundary seems contradictory mind issue","climate change","planning address mind policy maker idea continuing expand ones know single detached housing irresponsible terms facing future least majority housing","climate","4123850","Oregon","Eugene city","MUNICIPAL COUNCIL","fE4EqooJ-zY","2019","06","24","41039","Lane County","41","039"
"text37684",5393,5394,"come fishing port right got recreation got things got wild life things going explaining people know history keep going future","climate change","things mean differently keep people two committees wanted go everything know idea make reasonable tour kids get bored community groups","climate","0654806","California","Pacifica city","UNKNOWN","kXi-H9cmaj0","2019","02","20","06081","San Mateo County","06","081"
"text54909",8853,8854,"use call tony silk celebration podium impact means department certainly opportunity today write answers important event parking ordinance mayor's nicias","climate change","american cities climate change right job cleaner savings enormous structure submit consumption city process receive well consistent data allowing veterans","climate","3918000","Ohio","Columbus city","MUNICIPAL COUNCIL","N4QqUP3lNDg","2020","03","16","39049","Franklin County","39","049"
"text23602",5835,5836,"second ] divestment provides divestment provides effective , essential course [ 4 second ] effective , essential course action fight","climate change","[ 5 second ] action fight climate change global scale earth's [ 5 second ] atmosphere 400 parts per atmosphere","climate","4123850","Oregon","Eugene city","MUNICIPAL COUNCIL","Lvqt1GBt0Mw","2017","05","22","41039","Lane County","41","039"
"text95133",2162,2163,"think everybody wants suggest maybe climate change somebody else's responsibility president think responsibility think everybody's responsibility anything municipality can address","climate change","think need include maybe taking look tree replacement budget tree budget loved presentation also president maybe ponder asking gray loved","climate","2828015","Mississippi","Carroll County","MUNICIPAL COUNCIL","U_Xy8eZt_4M","2021","11","08","28015","Carroll County","28","015"
"text54639",1080,1081,"cool air lower electricity bills trees provide wealthy people people creating double standard haves have-nots fundamentally wrong particularly wrong lens","climate change","racial justice think encourage affordable housing done comprehensive planning process individual development help meet needs individual developers annie johnson johnson","climate","3719000","North Carolina","Durham city","PLANNING/ZONING BOARD/COMMISSION","s38h5aRcJ5E","2020","06","09","37063","Durham County","37","063"
"text68277",5234,5235,"compromise right direction us feel pretty comfortable four years think rational timeline given rapid change technology facing political around dealing","climate change","increased fee said going come back franchise got higher 5 6 6.5 especially 90 day cancel cause see escape hatch","climate","4123850","Oregon","Eugene city","MUNICIPAL COUNCIL","6JmMyRQUr60","2021","06","16","41039","Lane County","41","039"
"text55776",1747,1748,"look entire energy wallet actually save money paying gasoline paying natural gas advocating everybody go electric cars well pge belief","climate change","real want reduce emissions consistent science tackle transportation sector 40 % emissions state largest source meet goals electrify transportation circling","climate","4129000","Oregon","Gladstone city","MUNICIPAL COUNCIL","LBDVAOKt2ks","2020","01","14","41005","Clackamas County","41","005"
"text85477",619,620,"city's climate action plan wanted take minute note effort happening part earth day coordination happening whereas community deeply concerned impacts","climate change","future health well-being planet people believes energy efficiency natural resource conference conservation demand voting public action elected officials important elements","climate","4241216","Pennsylvania","Lancaster city","MUNICIPAL COUNCIL","i5_GzkVcS1U","2023","04","11","42071","Lancaster County","42","071"
"text62310",2650,2651,"share details projects programs specifically implemented create sustainable resilient central florida region chris facilitating invitation much know chris castro guru","climate change","love listen big big event arena hear talk stuff mayor hint tuesday november 2nd celebrated 16th government academy graduation every","climate","1253000","Florida","Orlando city","MUNICIPAL COUNCIL","0aGf151ERh4","2021","11","08","12095","Orange County","12","095"
"text100760",861,862,"think said impressed glad see forestry moving address stress climate change resilience think know letter see one points going get","climate change","resilience present climate situation continue cut forests also spoke compensated carbon since cutting taking away carbon sinks know pretty contradictory","climate","2515200","Massachusetts","Conway town","BOARD OF SELECTMEN","npnojs9Qof0","2020","03","23","25011","Franklin County","25","011"
"text96479",5845,5846,"maps outdated terms climate change account flooding can say way predict bad storms future many going get none us idea","climate change","can use common sense common sense seek tiny island middle lake caused record smashing flooding say best place us put","climate","3434023","New Jersey","Middlesex County","COUNTY COMMISSION","c5vhjglx95Q","2022","04","22","34023","Middlesex County","34","023"
"text38313",2683,2684,"now public comments right yes d come debra bender deck dee bleed live 255 south lomita encourage consider resolution acknowledging","climate change","fact emergency thereby committing ojai can dramatically reduce greenhouse gas emissions late fact three maybe items agenda tonight climate change","climate","0653476","California","Ojai city","MUNICIPAL COUNCIL","oENeLcqHjIE","2019","06","25","06111","Ventura County","06","111"
"text72135",1430,1431,"perspective said know seen news lately glencoe fair bit cyber theft identity theft glencoe finally third imperative notions climate change","climate change","know man essentially comes notion managing carbon mitigate impacts climate change think quick definition emphasize resiliences respects respond changes climate","climate","1729652","Illinois","Glencoe village","MUNICIPAL COUNCIL","cLRi6QnY53Q","2021","02","17","17031","Cook County","17","031"
"text72135",1458,1459,"carbon mitigate impacts climate change think quick definition emphasize resiliences respects respond changes climate whereas climate protection notion reduce risk","climate change","occurs words reducing carbon emissions three imperatives get rolled planning process eco district going go much detail show obvious six","climate","1729652","Illinois","Glencoe village","MUNICIPAL COUNCIL","cLRi6QnY53Q","2021","02","17","17031","Cook County","17","031"
"text73744",416,417,"historic city place poets artists lovers nature peace poetry great community builder helped us process understand world especially midst quarantine","climate change","trauma unrest behalf poets pacifica former poets laureate rod clark dorsett hale kaminsha benvenuto honored accept city pacifica's national poetry","climate","0654806","California","Pacifica city","MUNICIPAL COUNCIL","VCOyQhXB5uU","2022","03","28","06081","San Mateo County","06","081"
"text19722",885,886,"systems collecting stormwater small amounts throughout environment using green infrastructure multi benefit approach addresses lot issues first can help adapting","climate change","impacts know climate change precipitation patterns going change may see lot intense storms future green infrastructure system place going help","climate","0665028","California","San Bruno city","MUNICIPAL COUNCIL","7sRf6SxcJfo","2017","05","23","06081","San Mateo County","06","081"
"text95366",724,725,"einstein said definition insanity thing expecting different result scrambling find ways afford non-renewable energy schools reallocating funds ignoring real impact","climate change","lives planet's sick care system educating climate change taking action using renewable energy planet's preventative care health care continuous budgeting","climate","3737021","North Carolina","Buncombe County","COUNTY COMMISSION","FnI1z60XgQ0","2021","10","19","37021","Buncombe County","37","021"
"text49039",548,549,"climate action plan climate action plan become fundamental basis san bruno's general plan include habitat restoration car free transit ways","climate change","already climate action plan long overdue need climate action plan yesterday today better tomorrow comments next next raul gomez ro","climate","0665028","California","San Bruno city","MUNICIPAL COUNCIL","omiMWsVTqDA","2020","12","08","06081","San Mateo County","06","081"
"text87006",1385,1386,"come work housing task force also three half years green new deal task force pieces legislation regards protecting environment addressing","climate change","pushed help senator tina smith inflation reduction act folks representative horse representative frank hornstein able push also come hornstein chair","climate","2743000","Minnesota","Minneapolis city","COMMITTEE","1aMimYX1QjE","2023","09","05","27053","Hennepin County","27","053"
"text100039",2515,2516,"four mvp program far know coming fall mean important mike board can work chris curtice consultant put resiliency flood resiliency","climate change","resiliency plant green grants beth consultant energy-efficient stuff cut operating costs mean ton stuff focused can make affordable better long","climate","2516670","Massachusetts","Deerfield town","BOARD OF SELECTMEN","koqvzlGrWHo","2019","08","14","25011","Franklin County","25","011"
